Datetime,Resolution code,Total Load,Most recent forecast,Most recent P10,Most recent P90,Day-ahead 6PM forecast,Day-ahead 6PM P10,Day-ahead 6PM P90,Week-ahead forecast
2022-12-31T23:45:00+01:00,PT15M,7493.37,7855.89,7255.88,8455.91,8562.13,7790.24,9334.03,8635.14
2022-12-31T23:30:00+01:00,PT15M,7608.6,7888.19,7285.71,8490.67,8597.34,7822.27,9372.41,8674.26
2022-12-31T23:15:00+01:00,PT15M,7708.41,7956.81,7349.08,8564.53,8672.14,7890.32,9453.95,8757.13
2022-12-31T23:00:00+01:00,PT15M,7810.04,8091.46,7473.45,8709.46,8818.85,8023.81,9613.89,8898
2022-12-31T22:45:00+01:00,PT15M,7746.09,8285.8,7681.98,8889.61,8647.13,7870.34,9423.92,8743.84
2022-12-31T22:30:00+01:00,PT15M,7770.16,8308.83,7703.34,8914.33,8671.18,7892.23,9450.13,8762.92
2022-12-31T22:15:00+01:00,PT15M,7865.83,8369.15,7759.26,8979.04,8734.1,7949.5,9518.7,8833.43
2022-12-31T22:00:00+01:00,PT15M,7794.19,8357.36,7748.33,8966.39,8721.8,7938.3,9505.29,8820.89
2022-12-31T21:45:00+01:00,PT15M,7744.72,8402.97,7798.49,9007.45,8556.41,7778.78,9334.05,8784.54
2022-12-31T21:30:00+01:00,PT15M,7810.68,8384.18,7781.06,8987.31,8537.36,7761.46,9313.26,8785.03
2022-12-31T21:15:00+01:00,PT15M,7865.13,8454.34,7846.17,9062.52,8608.78,7826.39,9391.17,8857.92
2022-12-31T21:00:00+01:00,PT15M,7963.91,8513.83,7901.38,9126.28,8669.43,7881.53,9457.34,8915.25
2022-12-31T20:45:00+01:00,PT15M,8083.01,8323.88,7724.42,8923.34,9056.14,8284.95,9827.32,9211.14
2022-12-31T20:30:00+01:00,PT15M,8134.86,8411.18,7805.44,9016.93,9151.15,8371.88,9930.42,9304.83
2022-12-31T20:15:00+01:00,PT15M,8170.54,8444.9,7836.72,9053.07,9187.78,8405.39,9970.17,9353.21
2022-12-31T20:00:00+01:00,PT15M,8297.93,8537.68,7922.82,9152.53,9288.66,8497.68,10079.64,9484.44
2022-12-31T19:45:00+01:00,PT15M,8471.89,9452.51,8853.94,10051.07,9674.21,8904.19,10444.22,9773.34
2022-12-31T19:30:00+01:00,PT15M,8478.8,9552.25,8947.37,10157.13,9776.33,8998.19,10554.48,9864.1
2022-12-31T19:15:00+01:00,PT15M,8510.47,9606.74,8998.42,10215.07,9832.17,9049.59,10614.76,9921.86
2022-12-31T19:00:00+01:00,PT15M,8683.33,9735.31,9118.84,10351.78,9963.96,9170.88,10757.04,10053.88
2022-12-31T18:45:00+01:00,PT15M,8853.39,9094.36,8492.52,9696.21,9961.76,9187.52,10736,10160.21
2022-12-31T18:30:00+01:00,PT15M,8845.21,9155.45,8549.57,9761.34,10028.75,9249.31,10808.2,10218.73
2022-12-31T18:15:00+01:00,PT15M,8875.31,9187.51,8579.5,9795.51,10063.89,9281.71,10846.07,10238.88
2022-12-31T18:00:00+01:00,PT15M,8942.28,9255.31,8642.81,9867.8,10138.2,9350.24,10926.16,10311.98
2022-12-31T17:45:00+01:00,PT15M,8946.57,9682.59,9074.23,10290.95,9733.83,8951.19,10516.47,10248.28
2022-12-31T17:30:00+01:00,PT15M,8957.76,9691.58,9082.66,10300.5,9742.7,8959.35,10526.06,10274.17
2022-12-31T17:15:00+01:00,PT15M,8980.66,9662.31,9055.22,10269.39,9713.21,8932.22,10494.19,10233.66
2022-12-31T17:00:00+01:00,PT15M,8973.1,9611.04,9007.18,10214.91,9661.61,8884.77,10438.45,10182.41
2022-12-31T16:45:00+01:00,PT15M,8754.93,9256.55,8635.93,9877.17,9298.77,8500.38,10097.16,9935.78
2022-12-31T16:30:00+01:00,PT15M,8623.27,9051.51,8444.61,9658.41,9093.17,8312.44,9873.91,9723.21
2022-12-31T16:15:00+01:00,PT15M,8552.29,8986.28,8383.77,9588.8,9027.8,8252.68,9802.92,9612.01
2022-12-31T16:00:00+01:00,PT15M,8516.19,8914.15,8315.95,9512.35,8963.28,8193.7,9732.87,9517.94
2022-12-31T15:45:00+01:00,PT15M,8477.08,8796.39,8186.33,9406.44,8988.47,8203.65,9773.29,9532.01
2022-12-31T15:30:00+01:00,PT15M,8493.31,8761.15,8153.56,9368.75,8952.16,8170.52,9733.81,9483.64
2022-12-31T15:15:00+01:00,PT15M,8510.92,8722.04,8117.13,9326.96,8912.68,8134.48,9690.88,9437.05
2022-12-31T15:00:00+01:00,PT15M,8530.28,8734.21,8128.55,9339.88,8923.71,8144.55,9702.87,9419.61
2022-12-31T14:45:00+01:00,PT15M,8464.38,8813.44,8206.54,9420.34,9016.82,8236.05,9797.6,9416.02
2022-12-31T14:30:00+01:00,PT15M,8497.34,8801.71,8195.65,9407.76,9004.1,8224.43,9783.77,9417.71
2022-12-31T14:15:00+01:00,PT15M,8538.87,8797.72,8191.85,9403.58,9001.13,8221.72,9780.55,9467.71
2022-12-31T14:00:00+01:00,PT15M,8612.56,8846.43,8237.01,9455.84,9053.67,8269.7,9837.63,9545.47
2022-12-31T13:45:00+01:00,PT15M,8622.84,8775.16,8174.31,9376.01,9286,8513.03,10058.97,9530.75
2022-12-31T13:30:00+01:00,PT15M,8656.82,8872.4,8264.96,9479.84,9387.84,8606.4,10169.29,9627.27
2022-12-31T13:15:00+01:00,PT15M,8711.82,8912.33,8302.14,9522.52,9430.41,8645.43,10215.4,9676.12
2022-12-31T13:00:00+01:00,PT15M,8746.55,8896.41,8286.66,9506.17,9423.72,8639.29,10208.15,9679.25
2022-12-31T12:45:00+01:00,PT15M,8720.39,8675.37,8071.96,9278.78,9532.65,8756.41,10308.9,9598.35
2022-12-31T12:30:00+01:00,PT15M,8731.47,8726.68,8119.7,9333.65,9589.11,8808.26,10369.95,9658.76
2022-12-31T12:15:00+01:00,PT15M,8715.44,8715.22,8108.97,9321.46,9577.67,8797.75,10357.58,9652.87
2022-12-31T12:00:00+01:00,PT15M,8742.1,8803.17,8191.56,9414.78,9662.45,8875.64,10449.27,9741.68
2022-12-31T11:45:00+01:00,PT15M,8719.45,8980.4,8369.12,9591.69,9650.99,8864.6,10437.39,9551.65
2022-12-31T11:30:00+01:00,PT15M,8698.13,8928.74,8321.08,9536.39,9593.7,8811.97,10375.43,9506.5
2022-12-31T11:15:00+01:00,PT15M,8619.76,8894.27,8288.94,9499.59,9556.87,8778.14,10335.59,9484
2022-12-31T11:00:00+01:00,PT15M,8566.66,8869.43,8265.01,9473.85,9535.45,8758.47,10312.43,9459.31
2022-12-31T10:45:00+01:00,PT15M,8539.08,8761.73,8150.94,9372.52,9427.74,8642.56,10212.92,9217.84
2022-12-31T10:30:00+01:00,PT15M,8476.46,8714.54,8107.06,9322.02,9376.65,8595.73,10157.58,9189.89
2022-12-31T10:15:00+01:00,PT15M,8420.31,8700.78,8094.26,9307.3,9361.9,8582.2,10141.59,9175.12
2022-12-31T10:00:00+01:00,PT15M,8393.52,8679.49,8074.27,9284.72,9341.85,8563.82,10119.88,9168.69
2022-12-31T09:45:00+01:00,PT15M,8290.69,8423.81,7991.89,8855.72,9167.69,8966.79,9368.59,8932.44
2022-12-31T09:30:00+01:00,PT15M,8170.96,8325.07,7898.22,8751.92,9060.24,8861.69,9258.79,8823.79
2022-12-31T09:15:00+01:00,PT15M,8081.44,8240.09,7817.6,8662.58,8967.84,8771.31,9164.36,8757.68
2022-12-31T09:00:00+01:00,PT15M,7960.78,8135.5,7718.45,8552.55,8852.43,8658.43,9046.42,8626.23
2022-12-31T08:45:00+01:00,PT15M,7821.22,8096.21,7664.94,8527.49,8644.56,8443.95,8845.17,8474.09
2022-12-31T08:30:00+01:00,PT15M,7800.5,8002.19,7575.92,8428.46,8544.1,8345.82,8742.38,8375.75
2022-12-31T08:15:00+01:00,PT15M,7670.58,7942.59,7519.49,8365.68,8480.38,8283.58,8677.19,8313.4
2022-12-31T08:00:00+01:00,PT15M,7581.47,7840.67,7423,8258.33,8371.59,8177.31,8565.87,8210.45
2022-12-31T07:45:00+01:00,PT15M,7359.51,7776.32,7343.85,8208.8,8006.44,7805.28,8207.61,8001.18
2022-12-31T07:30:00+01:00,PT15M,7297.34,7658.25,7232.34,8084.15,7884.85,7686.74,8082.96,7865.71
2022-12-31T07:15:00+01:00,PT15M,7194.41,7578.91,7157.41,8000.4,7803.14,7607.08,7999.2,7767.43
2022-12-31T07:00:00+01:00,PT15M,7083.77,7523.76,7105.33,7942.19,7746.29,7551.66,7940.92,7705.5
2022-12-31T06:45:00+01:00,PT15M,7048.84,7418.85,6985.37,7852.33,7773.5,7571.86,7975.13,7784.63
2022-12-31T06:30:00+01:00,PT15M,6961.83,7307.89,6880.89,7734.88,7657.2,7458.58,7855.82,7669.22
2022-12-31T06:15:00+01:00,PT15M,6887.98,7197.43,6776.89,7617.98,7541.48,7345.86,7737.1,7577.47
2022-12-31T06:00:00+01:00,PT15M,6830.5,7141.59,6724.31,7558.87,7482.97,7288.87,7677.08,7497.49
2022-12-31T05:45:00+01:00,PT15M,6645.9,7119.87,6692.79,7546.95,7474.21,7275.55,7672.87,7516.7
2022-12-31T05:30:00+01:00,PT15M,6573.01,7089,6663.77,7514.24,7441.8,7244,7639.6,7483.85
2022-12-31T05:15:00+01:00,PT15M,6621.09,7089.14,6663.9,7514.38,7441.88,7244.08,7639.68,7457.02
2022-12-31T05:00:00+01:00,PT15M,6630.04,7014.24,6593.49,7434.99,7363.29,7167.58,7559,7376.73
2022-12-31T04:45:00+01:00,PT15M,6422.17,7127.09,6702.9,7551.28,7338.41,7141.09,7535.72,7346.55
2022-12-31T04:30:00+01:00,PT15M,6372.02,7127.51,6703.3,7551.73,7338.84,7141.52,7536.17,7354.09
2022-12-31T04:15:00+01:00,PT15M,6458.52,7163.23,6736.89,7589.57,7375.63,7177.32,7573.95,7407.73
2022-12-31T04:00:00+01:00,PT15M,6534.38,7116.57,6693.01,7540.13,7327.61,7130.58,7524.63,7383.95
2022-12-31T03:45:00+01:00,PT15M,6519.38,7102.14,6681.15,7523.12,7290.04,7094.21,7485.86,7301.09
2022-12-31T03:30:00+01:00,PT15M,6692.03,7166.65,6741.84,7591.46,7356.26,7158.65,7553.86,7367.49
2022-12-31T03:15:00+01:00,PT15M,6814.67,7178.45,6752.94,7603.95,7368.39,7170.46,7566.31,7413.22
2022-12-31T03:00:00+01:00,PT15M,6859,7203.74,6776.73,7630.75,7394.35,7195.72,7592.97,7439.17
2022-12-31T02:45:00+01:00,PT15M,6937.36,7308.68,6885.65,7731.7,7528.79,7332.02,7725.56,7568.43
2022-12-31T02:30:00+01:00,PT15M,7180.23,7302.43,6879.77,7725.09,7522.33,7325.73,7718.94,7554.16
2022-12-31T02:15:00+01:00,PT15M,7239.1,7346.07,6920.89,7771.26,7567.28,7369.5,7765.06,7582.27
2022-12-31T02:00:00+01:00,PT15M,7075.8,7384.95,6957.51,7812.39,7607.3,7408.48,7806.12,7635.89
2022-12-31T01:45:00+01:00,PT15M,7465.16,7560.32,7144.98,7975.67,7594.69,7401.49,7787.89,7643.82
2022-12-31T01:30:00+01:00,PT15M,7307.38,7677.28,7255.51,8099.05,7712.17,7515.98,7908.36,7750.62
2022-12-31T01:15:00+01:00,PT15M,7341.48,7778.9,7351.54,8206.25,7814.23,7615.44,8013.01,7822.56
2022-12-31T01:00:00+01:00,PT15M,7421.39,7896.91,7463.08,8330.75,7932.7,7730.9,8134.5,7954.98
2022-12-31T00:45:00+01:00,PT15M,7561.13,8148.07,7664.13,8632.02,8521.41,8036.18,9006.63,8062.29
2022-12-31T00:30:00+01:00,PT15M,7689.52,8263.15,7772.37,8753.93,8644.42,8152.19,9136.65,8187.68
2022-12-31T00:15:00+01:00,PT15M,7805.34,8381.45,7883.64,8879.25,8767.49,8268.26,9266.73,8298.88
2022-12-31T00:00:00+01:00,PT15M,7977.17,8522.44,8016.26,9028.62,8914.43,8406.83,9422.04,8417.6
2022-12-30T23:45:00+01:00,PT15M,8186.38,8391.8,7906.11,8877.49,8607.29,7996.08,9218.49,8530.89
2022-12-30T23:30:00+01:00,PT15M,8241.36,8501.66,8009.61,8993.71,8723.21,8103.77,9342.64,8653.47
2022-12-30T23:15:00+01:00,PT15M,8309.89,8585.71,8088.79,9082.62,8819.56,8193.28,9445.84,8773.83
2022-12-30T23:00:00+01:00,PT15M,8430.26,8709.16,8205.1,9213.21,8938.18,8303.48,9572.88,8888.43
2022-12-30T22:45:00+01:00,PT15M,8515.3,8931.74,8437.8,9425.68,8824.68,8203.27,9446.09,8754.62
2022-12-30T22:30:00+01:00,PT15M,8533.12,8967.56,8471.63,9463.48,8869.5,8244.94,9494.07,8800.62
2022-12-30T22:15:00+01:00,PT15M,8538.53,8963.19,8467.51,9458.88,8863.26,8239.13,9487.38,8805.62
2022-12-30T22:00:00+01:00,PT15M,8399.74,8917.5,8424.35,9410.66,8826.09,8204.58,9447.61,8778.83
2022-12-30T21:45:00+01:00,PT15M,8385.7,9181.13,8694.7,9667.55,8647.32,8034.75,9259.89,8570.54
2022-12-30T21:30:00+01:00,PT15M,8426.09,9274.43,8783.07,9765.79,8742,8122.72,9361.27,8686.52
2022-12-30T21:15:00+01:00,PT15M,8523.43,9361.91,8865.91,9857.91,8817.56,8192.93,9442.19,8766.71
2022-12-30T21:00:00+01:00,PT15M,8537.53,9530.41,9025.49,10035.34,8966.08,8330.93,9601.23,8906.93
2022-12-30T20:45:00+01:00,PT15M,8682.27,9150.07,8662.44,9637.69,9001.55,8388.07,9615.03,8913.39
2022-12-30T20:30:00+01:00,PT15M,8797,9199.92,8709.64,9690.2,9059.27,8441.85,9676.68,8991.52
2022-12-30T20:15:00+01:00,PT15M,8870.26,9320.5,8823.8,9817.21,9177.5,8552.03,9802.97,9119.04
2022-12-30T20:00:00+01:00,PT15M,8977.99,9459.18,8955.09,9963.28,9321.2,8685.93,9956.46,9282.85
2022-12-30T19:45:00+01:00,PT15M,9287.24,9485.34,8998.87,9971.8,9424.5,8812.31,10036.69,9354.02
2022-12-30T19:30:00+01:00,PT15M,9278.46,9589.92,9098.1,10081.75,9538.29,8918.71,10157.87,9485.84
2022-12-30T19:15:00+01:00,PT15M,9350.88,9696.63,9199.33,10193.93,9638.09,9012.03,10264.15,9567.76
2022-12-30T19:00:00+01:00,PT15M,9558.1,9810.28,9307.15,10313.41,9757.15,9123.36,10390.95,9684.15
2022-12-30T18:45:00+01:00,PT15M,9695.62,9974.83,9484.81,10464.86,9865.06,9247.61,10482.52,9793.97
2022-12-30T18:30:00+01:00,PT15M,9873.09,10034.7,9541.74,10527.66,9915.38,9294.78,10535.98,9839.33
2022-12-30T18:15:00+01:00,PT15M,9930.05,10100.72,9604.52,10596.93,9982.95,9358.12,10607.78,9914.31
2022-12-30T18:00:00+01:00,PT15M,9952.85,10168.1,9668.58,10667.61,10045.45,9416.71,10674.19,9984.05
2022-12-30T17:45:00+01:00,PT15M,9960.68,10280.72,9782.06,10779.36,10144.61,9517.54,10771.67,10077.58
2022-12-30T17:30:00+01:00,PT15M,9932.55,10251.88,9754.63,10749.13,10120.13,9494.58,10745.68,10052.77
2022-12-30T17:15:00+01:00,PT15M,9911.87,10162.01,9669.12,10654.91,10046.73,9425.71,10667.74,9977.77
2022-12-30T17:00:00+01:00,PT15M,9883.22,10100.52,9610.6,10590.43,9997.88,9379.88,10615.87,9920.26
2022-12-30T16:45:00+01:00,PT15M,9708.51,9722.99,9217.95,10228.04,9834.25,9197.94,10470.56,9755.17
2022-12-30T16:30:00+01:00,PT15M,9617.75,9527.8,9032.89,10022.71,9637.37,9013.79,10260.94,9571.48
2022-12-30T16:15:00+01:00,PT15M,9578.17,9454.07,8963.02,9945.13,9549.78,8931.87,10167.68,9496.56
2022-12-30T16:00:00+01:00,PT15M,9520.64,9388.47,8900.77,9876.17,9486.83,8872.99,10100.66,9417.62
2022-12-30T15:45:00+01:00,PT15M,9407.69,9872.18,9376.53,10367.83,9503.45,8879.24,10127.66,9429.96
2022-12-30T15:30:00+01:00,PT15M,9484.35,9868.5,9373.04,10363.96,9486.6,8863.49,10109.7,9436.53
2022-12-30T15:15:00+01:00,PT15M,9511.69,9827.23,9333.83,10320.62,9463.57,8841.97,10085.16,9405.6
2022-12-30T15:00:00+01:00,PT15M,9561.63,9839.81,9345.61,10334.01,9480.71,8857.99,10103.43,9399.18
2022-12-30T14:45:00+01:00,PT15M,9566.5,9681.43,9189.96,10172.9,9435.72,8816.18,10055.25,9390.02
2022-12-30T14:30:00+01:00,PT15M,9537.17,9705.26,9212.59,10197.93,9449.99,8829.51,10070.46,9379.05
2022-12-30T14:15:00+01:00,PT15M,9590.42,9758.16,9262.77,10253.55,9497.53,8873.94,10121.13,9422.77
2022-12-30T14:00:00+01:00,PT15M,9622.57,9840.4,9341.22,10339.58,9564.83,8936.81,10192.84,9493.06
2022-12-30T13:45:00+01:00,PT15M,9668.81,9654.68,9163.12,10146.23,9616.35,8997.31,10235.38,9534.54
2022-12-30T13:30:00+01:00,PT15M,9684.25,9688.36,9195.15,10181.57,9648.82,9027.7,10269.95,9597.3
2022-12-30T13:15:00+01:00,PT15M,9757.88,9738.2,9242.48,10233.91,9699.6,9075.21,10324,9626.94
2022-12-30T13:00:00+01:00,PT15M,9796.99,9782.95,9284.72,10281.18,9741.18,9114.11,10368.25,9678.3
2022-12-30T12:45:00+01:00,PT15M,9755.32,10340.53,9847.3,10833.76,9783.3,9161.77,10404.82,9723.93
2022-12-30T12:30:00+01:00,PT15M,9733.15,10364.77,9870.39,10859.14,9808.12,9185.02,10431.22,9735.05
2022-12-30T12:15:00+01:00,PT15M,9734.89,10352.53,9858.74,10846.31,9778.74,9157.5,10399.97,9702.87
2022-12-30T12:00:00+01:00,PT15M,9822.51,10425.66,9928.34,10922.98,9850.13,9224.36,10475.9,9785.68
2022-12-30T11:45:00+01:00,PT15M,9801.37,10363.3,9865.34,10861.27,9842.08,9216.29,10467.86,9770.67
2022-12-30T11:30:00+01:00,PT15M,9712.62,10311.61,9816.17,10807.06,9810.54,9186.76,10434.32,9745.35
2022-12-30T11:15:00+01:00,PT15M,9714.06,10266.43,9773.17,10759.69,9782.53,9160.53,10404.53,9706.79
2022-12-30T11:00:00+01:00,PT15M,9692.75,10244.12,9750.6,10737.64,9752.11,9132.04,10372.17,9691.93
2022-12-30T10:45:00+01:00,PT15M,9542.88,9734.75,9237.86,10231.65,9718.4,9094.83,10341.97,9659.05
2022-12-30T10:30:00+01:00,PT15M,9596.37,9719.04,9222.94,10215.15,9701.89,9079.39,10324.41,9631.63
2022-12-30T10:15:00+01:00,PT15M,9577.89,9696.62,9201.69,10191.54,9695.15,9073.07,10317.23,9627.84
2022-12-30T10:00:00+01:00,PT15M,9418.97,9722.38,9226.01,10218.75,9716.81,9093.34,10340.27,9643.9
2022-12-30T09:45:00+01:00,PT15M,9468.44,9800.58,9473.18,10127.98,9946.08,9534.08,10358.07,9358.82
2022-12-30T09:30:00+01:00,PT15M,9404.05,9765.06,9438.85,10091.27,9916.28,9505.52,10327.04,9336.96
2022-12-30T09:15:00+01:00,PT15M,9306.77,9744.16,9418.65,10069.68,9894.55,9484.69,10304.41,9328.4
2022-12-30T09:00:00+01:00,PT15M,9223.25,9696.8,9372.88,10020.71,9855.01,9446.78,10263.23,9326.43
2022-12-30T08:45:00+01:00,PT15M,9171.39,8657.77,8329.29,8986.25,10177.98,9764.51,10591.44,9087.3
2022-12-30T08:30:00+01:00,PT15M,9103.93,8620.55,8293.48,8947.61,10134.53,9722.84,10546.23,9051.18
2022-12-30T08:15:00+01:00,PT15M,8979.36,8578,8252.55,8903.46,10085.95,9676.22,10495.67,9026.39
2022-12-30T08:00:00+01:00,PT15M,8826.05,8488.04,8166,8810.08,9993.11,9587.16,10399.06,8973.94
2022-12-30T07:45:00+01:00,PT15M,8725.77,8303.65,7969.73,8637.57,9718.91,9298.4,10139.43,8634.89
2022-12-30T07:30:00+01:00,PT15M,8585.41,8198.63,7868.93,8528.32,9605.18,9189.58,10020.77,8517.13
2022-12-30T07:15:00+01:00,PT15M,8373.52,8028.15,7705.32,8350.99,9393.89,8987.43,9800.34,8353.07
2022-12-30T07:00:00+01:00,PT15M,8218.51,7872.67,7556.08,8189.25,9204.89,8806.62,9603.17,8189.98
2022-12-30T06:45:00+01:00,PT15M,8203.64,8177.79,7842.12,8513.47,9346.57,8923.24,9769.9,8307.49
2022-12-30T06:30:00+01:00,PT15M,8169.01,8030.76,7701.11,8360.4,9165.95,8750.8,9581.1,8113.2
2022-12-30T06:15:00+01:00,PT15M,8043.19,7883.6,7560,8207.2,8986.58,8579.55,9393.6,7904.55
2022-12-30T06:00:00+01:00,PT15M,7895.39,7653.6,7339.48,7967.71,8728.4,8333.07,9123.73,7688.5
2022-12-30T05:45:00+01:00,PT15M,7599.01,7643.11,7311.2,7975.01,8766.81,8348.1,9185.51,7735.85
2022-12-30T05:30:00+01:00,PT15M,7552.79,7538.86,7211.49,7866.24,8630.51,8218.31,9042.7,7569.49
2022-12-30T05:15:00+01:00,PT15M,7378.95,7452.4,7128.78,7776.02,8519.81,8112.91,8926.72,7458.52
2022-12-30T05:00:00+01:00,PT15M,7395.93,7371.96,7051.83,7692.09,8438.91,8035.87,8841.95,7395.05
2022-12-30T04:45:00+01:00,PT15M,7227.55,7105.28,6777.72,7432.84,8387.39,7974.88,8799.89,7341.25
2022-12-30T04:30:00+01:00,PT15M,7226.71,7070.77,6744.8,7396.74,8343.91,7933.55,8754.27,7309.15
2022-12-30T04:15:00+01:00,PT15M,7267.71,7043.95,6719.22,7368.68,8312.4,7903.59,8721.22,7265.07
2022-12-30T04:00:00+01:00,PT15M,7206.32,7044.95,6720.18,7369.73,8319.38,7910.22,8728.54,7261.78
2022-12-30T03:45:00+01:00,PT15M,7109.42,7231.93,6906.64,7557.22,8293.5,7884.14,8702.87,7245.02
2022-12-30T03:30:00+01:00,PT15M,7084.35,7245.74,6919.83,7571.65,8304.44,7894.54,8714.35,7256.95
2022-12-30T03:15:00+01:00,PT15M,7148.34,7237.48,6911.94,7563.02,8310.78,7900.57,8721,7261.83
2022-12-30T03:00:00+01:00,PT15M,7283.71,7254.33,6928.03,7580.62,8333.68,7922.33,8745.03,7298.78
2022-12-30T02:45:00+01:00,PT15M,7377.97,7316.37,6992.97,7639.77,8392.74,7985.15,8800.33,7358.64
2022-12-30T02:30:00+01:00,PT15M,7183.65,7337.55,7013.22,7661.89,8420.42,8011.49,8829.36,7372.71
2022-12-30T02:15:00+01:00,PT15M,7198.27,7382.13,7055.82,7708.44,8455.82,8045.17,8866.47,7409.3
2022-12-30T02:00:00+01:00,PT15M,7321.15,7442.9,7113.91,7771.89,8517.86,8104.2,8931.52,7468.6
2022-12-30T01:45:00+01:00,PT15M,7587.24,7726.99,7406.49,8047.5,8621.22,8217.06,9025.38,7575.95
2022-12-30T01:30:00+01:00,PT15M,7510.19,7788.87,7465.8,8111.94,8687.37,8280.11,9094.62,7653.78
2022-12-30T01:15:00+01:00,PT15M,7574.04,7855.01,7529.19,8180.83,8749.81,8339.62,9159.99,7720.71
2022-12-30T01:00:00+01:00,PT15M,7714.08,8043.62,7709.98,8377.26,8942.72,8523.49,9361.95,7871.54
2022-12-30T00:45:00+01:00,PT15M,7999.53,8260.54,7782.28,8738.8,8188.32,7704.97,8671.67,8136.15
2022-12-30T00:30:00+01:00,PT15M,8063.35,8389.04,7903.34,8874.74,8315.55,7824.69,8806.41,8261.53
2022-12-30T00:15:00+01:00,PT15M,8228.2,8508.54,8015.93,9001.16,8434.58,7936.69,8932.47,8373.49
2022-12-30T00:00:00+01:00,PT15M,8497.57,8640.82,8140.54,9141.09,8564.1,8058.56,9069.63,8493.88
2022-12-29T23:45:00+01:00,PT15M,8539.14,8778.27,8298.27,9258.27,8652.96,8046.08,9259.83,8677.42
2022-12-29T23:30:00+01:00,PT15M,8697.74,8897.68,8411.15,9384.21,8771.57,8156.38,9386.76,8794.54
2022-12-29T23:15:00+01:00,PT15M,8745.03,8995.25,8503.39,9487.12,8883.02,8260.01,9506.03,8922.5
2022-12-29T23:00:00+01:00,PT15M,8894.67,9115.78,8617.32,9614.23,9000.66,8369.4,9631.93,9043.25
2022-12-29T22:45:00+01:00,PT15M,8901.59,9132.21,8644.17,9620.25,8838.52,8220.88,9456.17,8832.33
2022-12-29T22:30:00+01:00,PT15M,8866.21,9179.04,8688.5,9669.58,8882.42,8261.71,9503.13,8883.54
2022-12-29T22:15:00+01:00,PT15M,8850.79,9172.66,8682.46,9662.86,8878.64,8258.19,9499.09,8884.87
2022-12-29T22:00:00+01:00,PT15M,8768.74,9133.02,8644.94,9621.1,8836.92,8219.39,9454.45,8868.05
2022-12-29T21:45:00+01:00,PT15M,8663.17,8859.64,8378.58,9340.69,8621.41,8013.02,9229.81,8598.52
2022-12-29T21:30:00+01:00,PT15M,8705.21,8956.12,8469.83,9442.42,8726.63,8110.81,9342.45,8720.8
2022-12-29T21:15:00+01:00,PT15M,8823,9035.53,8544.92,9526.13,8798.11,8177.25,9418.97,8807.88
2022-12-29T21:00:00+01:00,PT15M,9055.47,9188.25,8689.35,9687.15,8945.42,8314.16,9576.68,8950.73
2022-12-29T20:45:00+01:00,PT15M,9056.72,8931.92,8450.07,9413.77,9020.06,8411,9629.13,8990.89
2022-12-29T20:30:00+01:00,PT15M,9094.67,8988.28,8503.39,9473.17,9082.2,8468.94,9695.45,9084.53
2022-12-29T20:15:00+01:00,PT15M,9217.67,9105.7,8614.47,9596.92,9204.79,8583.25,9826.33,9210.32
2022-12-29T20:00:00+01:00,PT15M,9299.55,9247.78,8748.89,9746.67,9366.91,8734.42,9999.39,9378.1
2022-12-29T19:45:00+01:00,PT15M,9537.47,9565.54,9084.74,10046.34,9500.14,8891.61,10108.67,9484.97
2022-12-29T19:30:00+01:00,PT15M,9603.01,9681.3,9194.68,10167.92,9619.91,9003.71,10236.11,9629.91
2022-12-29T19:15:00+01:00,PT15M,9720.14,9782.39,9290.69,10274.09,9707.48,9085.67,10329.3,9709.08
2022-12-29T19:00:00+01:00,PT15M,9817.58,9902.54,9404.8,10400.28,9832.13,9202.33,10461.92,9824.45
2022-12-29T18:45:00+01:00,PT15M,9921.09,9820.03,9335.07,10304.99,9968.86,9354.8,10582.91,9963.57
2022-12-29T18:30:00+01:00,PT15M,9974.12,9870.24,9382.8,10357.69,10009.21,9392.67,10625.75,10008.87
2022-12-29T18:15:00+01:00,PT15M,10027.32,9936.85,9446.11,10427.58,10078.89,9458.06,10699.72,10077.4
2022-12-29T18:00:00+01:00,PT15M,10075.33,9997.15,9503.44,10490.86,10145.25,9520.33,10770.17,10144.78
2022-12-29T17:45:00+01:00,PT15M,10057.13,10219.03,9726.26,10711.81,10125.95,9502.8,10749.11,10145.64
2022-12-29T17:30:00+01:00,PT15M,10008.28,10189.23,9697.89,10680.57,10105.97,9484.05,10727.9,10111.71
2022-12-29T17:15:00+01:00,PT15M,9870.36,10112.99,9625.33,10600.65,10030.95,9413.64,10648.26,10019.11
2022-12-29T17:00:00+01:00,PT15M,9834.57,10059.59,9574.51,10544.67,9976.56,9362.6,10590.52,9956.18
2022-12-29T16:45:00+01:00,PT15M,9667.85,9573.74,9074.16,10073.32,9739.23,9106.92,10371.55,9720.12
2022-12-29T16:30:00+01:00,PT15M,9442.04,9384.79,8895.04,9874.54,9548.7,8928.76,10168.65,9540.63
2022-12-29T16:15:00+01:00,PT15M,9414.13,9301.53,8816.09,9786.97,9462.9,8848.53,10077.27,9477.43
2022-12-29T16:00:00+01:00,PT15M,9319.79,9214.8,8732.73,9696.87,9391.07,8781.36,10000.78,9402.03
